6.733519839194257450e-02 8.849548016076573820e-01 2.831726356525381930e-04 6.343876339634004760e-04
3.237769990807493059e-02 7.323000919383648721e-04 5.523834982289301584e-04 1.289721474368331562e-05
4.131733577626728326e-02 2.232664223750679966e-03 6.117828879226909445e-04 3.438552988946386743e-05
5.751618718516859907e-02 1.233812814857015994e-03 7.257792995586475997e-04 1.647920662751342830e-05
3.509516595756867474e-02 3.254834042444532116e-03 5.560699624203188597e-04 5.324986741759089160e-05
4.498723634621759615e-02 1.127636538027498858e-04 6.525137799233871223e-04 1.711179414685984977e-06
3.172302212331112869e-02 1.336977876702727386e-03 5.419791453185022903e-04 2.355018234329790770e-05
6.217536739063267426e-02 1.344632609394880163e-03 7.524319336657783915e-04 1.730381092131981629e-05
5.434470119711565239e-02 3.452988029095660494e-04 7.118404293334751722e-04 4.776135523365903096e-06
4.997968361091520428e-02 9.031638910750316995e-05 6.859339257266242702e-04 1.303447384244396774e-06
5.732938078958427219e-02 1.069061921043679142e-02 6.753139915319384540e-04 1.320068196580313584e-04
7.095649773382328718e-02 2.986350226619638448e-02 6.868849250719018034e-04 3.014013910436682273e-04
4.577856742870944906e-02 1.414325713124942041e-04 6.577319913291469668e-04 2.127642067955590377e-06
4.928612781266550336e-02 1.838721873566040443e-04 6.808192371170459839e-04 2.668789900649631037e-06
5.827978041249792795e-02 5.262021958750429107e-02 5.475189339160090735e-04 4.971994446204717685e-04
5.012486810345340160e-02 1.005131896568256522e-03 6.809823919456877176e-04 1.434860324816979968e-05
4.633632844584978372e-02 1.836715541707611976e-04 6.612292796816352132e-04 2.745757964477517382e-06
3.970871123373687084e-02 1.712887662823625590e-04 6.144425796938606053e-04 2.758042011195709221e-06
5.909879898657544040e-02 5.512010134527400851e-04 7.391559219295248213e-04 7.313722779029988040e-06
4.624934116587331445e-02 8.950658834143254694e-03 6.083170799286638768e-04 1.222396354464345730e-04
